arm,tstart,steps,nfe,depth,t_max,cfg_tar,n,run,lpaps,lpaps_sem,clap,clap_sem,muq,muq_sem
SDEdit,200,800,400,25,200,6.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s800_cfgtar6.0,4.374141473257451,0.017082972055088363,0.25337544255534716,0.00438971356631999,0.16796796192213004,0.006557998655801505
SDEdit,200,600,400,33,200,6.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s600_cfgtar6.0,4.374141476178143,0.017082971582999998,0.2533754415061819,0.004389713024609656,0.16796801615695084,0.006558008911197628
SDEdit,200,400,400,50,399,6.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s400_cfgtar6.0,5.024237933395239,0.02005367059139197,0.2974790381051387,0.003944856465618707,0.21087027408283648,0.005972401351027506
SDEdit,200,267,400,75,598,6.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s267_cfgtar6.0,5.9343819018899895,0.020476489534568192,0.3428644926982699,0.0038439939924463694,0.26745080963197304,0.005342647340560096
SDEdit,200,200,400,100,996,6.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s200_cfgtar6.0,6.73754738691601,0.01628943004875486,0.3576860540266749,0.003694024124125629,0.3038749708800748,0.005317602309363758
SDEdit,200,800,400,25,200,9.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s800_cfgtar9.0,4.392442486716968,0.01716328107944431,0.25923609574921064,0.004376665355679283,0.17378590962061413,0.00652552500358176
SDEdit,200,600,400,33,200,9.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s600_cfgtar9.0,4.392442535817395,0.017163283100660263,0.2592361113233074,0.004376664106380128,0.1737860871124986,0.006525522405041777
SDEdit,200,400,400,50,399,9.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s400_cfgtar9.0,5.085583351602238,0.020314497904062166,0.31398451087281304,0.003808099532706167,0.2316212782341232,0.00592374310666081
SDEdit,200,267,400,75,598,9.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s267_cfgtar9.0,5.981181046995525,0.02008049528823476,0.36117172909694856,0.0037589325567389904,0.2980901167571448,0.005362650588630726
SDEdit,200,200,400,100,996,9.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s200_cfgtar9.0,6.750801212926607,0.016527087174795452,0.36506578830974273,0.0037068521997034305,0.3230004143789437,0.00530448829679209
SDEdit,200,800,400,25,200,12.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s800_cfgtar12.0,4.417443335608471,0.017285774867534354,0.264582751563686,0.004359585381758769,0.1792323519271697,0.006501831729506401
SDEdit,200,600,400,33,200,12.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s600_cfgtar12.0,4.417443305094124,0.017285775122834295,0.2645827580667991,0.0043595843289007214,0.17923200462480482,0.0065018152319864285
SDEdit,200,400,400,50,399,12.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s400_cfgtar12.0,5.146544296005318,0.02044941114714611,0.32567096462849343,0.0037310235429878235,0.24818989817265838,0.005867553124729247
SDEdit,200,267,400,75,598,12.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s267_cfgtar12.0,6.024397637710162,0.01971121588328241,0.37042862444735764,0.0036778064060328615,0.31505044578874336,0.005254838103621915
SDEdit,200,200,400,100,996,12.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s200_cfgtar12.0,6.762013448095414,0.01656529922833472,0.366848156463066,0.0038106762564367167,0.331104521282036,0.005323319075832714
SDEdit,200,800,400,25,200,15.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s800_cfgtar15.0,4.447271879383561,0.017422076231599984,0.26936513728296935,0.004344225685996351,0.1838330249325506,0.0064806097932250915
SDEdit,200,600,400,33,200,15.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s600_cfgtar15.0,4.4472718477754825,0.017422072255193738,0.26936515136541284,0.004344225757718723,0.183833167722717,0.006480620021441277
SDEdit,200,400,400,50,399,15.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s400_cfgtar15.0,5.206357883584911,0.020494559282942623,0.33511043483570196,0.0036793300905375945,0.2604558644127154,0.005802719077748398
SDEdit,200,267,400,75,598,15.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s267_cfgtar15.0,6.063533448657509,0.0194135923014335,0.37631620957247114,0.0036147688429053917,0.32586317335425385,0.005118975873038222
SDEdit,200,200,400,100,996,15.0,696,audioldm2_sdedit_nolora_full_nfe400_t200_s200_cfgtar15.0,6.772562686256457,0.016588459228322975,0.36962122071822917,0.003848670944213266,0.33530497758437866,0.00526145004559459
